customer_id,customer_type,product,category,unit_price,quantity,discount,total_price,region,order_date,cluster
3815,0,20,0,1.15,25,0.05,27.31,2,2022-04-12,0
3815,0,12,3,0.4,59,0.1,21.24,2,2022-04-12,1
6649,1,15,1,1.86,15,0.0,27.9,11,2023-10-31,0
6649,1,46,0,1.08,3,0.0,3.24,11,2023-10-31,0
6649,1,34,3,0.91,11,0.0,10.01,11,2023-10-31,0
6649,1,40,1,3.43,7,0.0,24.01,11,2023-10-31,0
6649,1,12,3,1.07,13,0.0,13.91,11,2023-10-31,0
4719,1,30,2,2.35,13,0.0,30.55,10,2023-03-27,0
4719,1,32,2,2.34,3,0.0,7.02,10,2023-03-27,0
125,1,1,0,1.09,8,0.0,8.72,1,2021-02-09,0
125,1,35,0,8.57,12,0.0,102.84,1,2021-02-09,0
125,1,32,2,2.21,11,0.0,24.31,1,2021-02-09,0
125,1,34,3,0.86,10,0.0,8.6,1,2021-02-09,0
3221,1,45,3,1.42,2,0.0,2.84,15,2022-08-26,0
3934,0,29,1,3.98,37,0.1,132.53,11,2023-01-22,1
1005,1,29,1,2.31,7,0.0,16.17,2,2021-12-11,0
1005,1,14,0,12.58,7,0.0,88.06,2,2021-12-11,0
5641,1,34,3,0.91,5,0.0,4.55,7,2023-04-13,0
5641,1,44,3,0.58,11,0.0,6.38,7,2023-04-13,0
5641,1,43,3,0.59,6,0.0,3.54,7,2023-04-13,0
5641,1,20,0,0.99,3,0.0,2.97,7,2023-04-13,0
5641,1,12,3,1.07,5,0.0,5.35,7,2023-04-13,0
2661,1,15,1,1.8,15,0.0,27.0,9,2022-10-18,0
2661,1,11,2,2.05,4,0.0,8.2,9,2022-10-18,0
4498,1,38,2,0.56,12,0.0,6.72,9,2023-08-03,0
4498,1,15,1,1.86,4,0.0,7.44,9,2023-08-03,0
4498,1,7,1,3.67,12,0.0,44.04,9,2023-08-03,0
4498,1,11,2,2.12,1,0.0,2.12,9,2023-08-03,0
734,1,8,0,2.24,3,0.0,6.72,2,2023-08-30,0
734,1,34,3,0.91,4,0.0,3.64,2,2023-08-30,0
734,1,31,0,4.32,7,0.0,30.24,2,2023-08-30,0
734,1,22,0,4.48,9,0.0,40.32,2,2023-08-30,0
734,1,42,3,1.71,8,0.0,13.68,2,2023-08-30,0
731,1,29,1,2.38,15,0.0,35.7,7,2022-08-18,0
1265,1,34,3,0.86,7,0.0,6.02,7,2021-03-14,0
1265,1,37,3,0.46,6,0.0,2.76,7,2021-03-14,0
1265,1,21,1,3.12,4,0.0,12.48,7,2021-03-14,0
1265,1,5,2,2.13,8,0.0,17.04,7,2021-03-14,0
4088,1,34,3,0.91,1,0.0,0.91,8,2023-10-28,0
4088,1,20,0,0.99,2,0.0,1.98,8,2023-10-28,0
4088,1,15,1,1.86,6,0.0,11.16,8,2023-10-28,0
4088,1,42,3,1.71,11,0.0,18.81,8,2023-10-28,0
7063,0,38,2,0.94,83,0.15,66.32,1,2023-10-02,1
4167,0,31,0,5.87,8,0.05,44.61,11,2021-03-29,0
4167,0,4,0,6.67,30,0.05,190.1,11,2021-03-29,0
4852,1,5,2,2.19,8,0.0,17.52,3,2022-03-24,0
4852,1,2,0,13.84,6,0.0,83.04,3,2022-03-24,0
4852,1,0,3,0.96,14,0.0,13.44,3,2022-03-24,0
4852,1,45,3,1.42,15,0.0,21.3,3,2022-03-24,0
7174,0,8,0,1.83,67,0.1,110.35,7,2023-05-20,1
5271,0,27,1,2.61,38,0.1,89.26,3,2021-09-14,1
5271,0,13,1,1.24,20,0.05,23.56,3,2021-09-14,0
164,1,21,1,3.12,14,0.0,43.68,9,2021-08-06,0
6077,1,11,2,2.05,5,0.0,10.25,6,2022-01-11,0
6077,1,37,3,0.47,10,0.0,4.7,6,2022-01-11,0
6077,1,15,1,1.8,7,0.0,12.6,6,2022-01-11,0
1131,1,27,1,2.93,8,0.0,23.44,3,2021-09-23,0
1131,1,7,1,3.46,3,0.0,10.38,3,2021-09-23,0
1131,1,19,0,1.54,6,0.0,9.24,3,2021-09-23,0
1265,1,7,1,3.46,7,0.0,24.22,7,2021-09-25,0
1265,1,35,0,8.57,6,0.0,51.42,7,2021-09-25,0
1398,0,9,3,0.95,51,0.1,43.6,6,2021-05-21,1
1398,0,1,0,2.36,23,0.05,51.57,6,2021-05-21,0
1398,0,40,1,2.78,89,0.1,222.68,6,2021-05-21,1
8189,1,36,2,1.27,5,0.0,6.35,11,2023-03-24,0
8189,1,21,1,3.31,13,0.0,43.03,11,2023-03-24,0
8189,1,34,3,0.91,12,0.0,10.92,11,2023-03-24,0
8189,1,37,3,0.49,10,0.0,4.9,11,2023-03-24,0
8189,1,23,2,0.63,1,0.0,0.63,11,2023-03-24,0
6422,1,10,2,1.16,15,0.0,17.4,10,2021-01-01,0
4838,1,40,1,3.23,9,0.0,29.07,4,2021-01-23,0
6918,0,7,1,3.48,52,0.1,162.86,5,2023-12-19,1
7525,1,31,0,4.32,8,0.0,34.56,10,2023-08-25,0
7525,1,17,0,1.99,4,0.0,7.96,10,2023-08-25,0
7525,1,10,2,1.23,7,0.0,8.61,10,2023-08-25,0
1549,0,29,1,1.86,22,0.05,38.87,14,2023-09-28,0
1549,0,39,0,34.89,66,0.1,2072.47,14,2023-09-28,2
1549,0,19,0,1.07,42,0.1,40.45,14,2023-09-28,1
1549,0,7,1,2.37,89,0.1,189.84,14,2023-09-28,1
2611,0,45,3,1.03,37,0.05,36.2,0,2023-03-19,0
2611,0,40,1,2.52,43,0.1,97.52,0,2023-03-19,1
3466,0,38,2,1.1,65,0.1,64.35,8,2022-01-06,1
6385,1,37,3,0.46,8,0.0,3.68,4,2021-09-01,0
3275,0,2,0,24.49,41,0.05,953.89,8,2021-12-16,1
3275,0,45,3,1.43,43,0.05,58.42,8,2021-12-16,1
3275,0,46,0,1.69,88,0.1,133.85,8,2021-12-16,1
1447,1,40,1,3.33,9,0.0,29.97,0,2022-03-29,0
1447,1,5,2,2.19,14,0.0,30.66,0,2022-03-29,0
1447,1,21,1,3.21,6,0.0,19.26,0,2022-03-29,0
1447,1,27,1,3.02,11,0.0,33.22,0,2022-03-29,0
2896,0,28,2,1.01,54,0.1,49.09,15,2021-08-26,1
2896,0,22,0,6.29,8,0.05,47.8,15,2021-08-26,0
2896,0,21,1,3.02,77,0.1,209.29,15,2021-08-26,1
2896,0,15,1,1.69,6,0.05,9.63,15,2021-08-26,0
3114,0,36,2,1.05,78,0.05,77.81,4,2023-03-29,1
3114,0,39,0,54.87,82,0.15,3824.44,4,2023-03-29,2
2840,0,25,2,0.71,7,0.1,4.47,5,2022-04-04,0
2840,0,9,3,1.47,69,0.15,86.22,5,2022-04-04,1
2840,0,4,0,4.61,71,0.05,310.94,5,2022-04-04,1
8850,1,44,3,0.57,4,0.0,2.28,13,2022-02-26,0
8850,1,3,0,1.37,4,0.0,5.48,13,2022-02-26,0
8850,1,13,1,1.64,9,0.0,14.76,13,2022-02-26,0
8850,1,24,2,3.21,12,0.0,38.52,13,2022-02-26,0
8850,1,36,2,1.24,9,0.0,11.16,13,2022-02-26,0
5984,1,15,1,1.8,2,0.0,3.6,14,2022-05-25,0
6611,1,30,2,2.22,10,0.0,22.2,9,2021-12-25,0
6611,1,44,3,0.55,6,0.0,3.3,9,2021-12-25,0
6740,0,5,2,1.88,59,0.1,99.83,6,2022-03-31,1
6740,0,13,1,2.02,42,0.05,80.6,6,2022-03-31,1
4039,0,15,1,2.26,38,0.1,77.29,1,2021-12-03,1
4039,0,37,3,1.21,68,0.1,74.05,1,2021-12-03,1
7117,0,14,0,15.58,16,0.15,211.89,0,2021-04-10,1
7117,0,25,2,0.84,25,0.05,19.95,0,2021-04-10,0
7117,0,9,3,1.37,63,0.1,77.68,0,2021-04-10,1
7117,0,38,2,0.84,54,0.1,40.82,0,2021-04-10,1
7117,0,34,3,1.12,53,0.05,56.39,0,2021-04-10,1
882,1,38,2,0.55,1,0.0,0.55,15,2022-05-02,0
4314,1,37,3,0.46,14,0.0,6.44,10,2021-07-01,0
4314,1,18,0,35.52,15,0.0,532.8,10,2021-07-01,0
7722,1,5,2,2.26,5,0.0,11.3,15,2023-07-14,0
7722,1,31,0,4.32,2,0.0,8.64,15,2023-07-14,0
7722,1,15,1,1.86,11,0.0,20.46,15,2023-07-14,0
4268,1,11,2,2.12,2,0.0,4.24,5,2023-11-18,0
4268,1,18,0,37.69,14,0.0,527.66,5,2023-11-18,0
4268,1,40,1,3.43,4,0.0,13.72,5,2023-11-18,0
4268,1,35,0,9.09,11,0.0,99.99,5,2023-11-18,0
6494,1,29,1,2.38,9,0.0,21.42,12,2022-05-29,0
6494,1,15,1,1.8,13,0.0,23.4,12,2022-05-29,0
3957,0,15,1,2.49,65,0.1,145.67,10,2022-01-12,1
6343,1,29,1,2.45,9,0.0,22.05,5,2023-11-26,0
6343,1,34,3,0.91,5,0.0,4.55,5,2023-11-26,0
7010,1,24,2,3.31,6,0.0,19.86,10,2023-12-29,0
7010,1,33,0,8.54,10,0.0,85.4,10,2023-12-29,0
7010,1,16,0,51.76,7,0.0,362.32,10,2023-12-29,0
105,0,8,0,1.68,26,0.05,41.5,7,2022-05-11,0
105,0,0,3,0.5,52,0.1,23.4,7,2022-05-11,1
105,0,15,1,2.55,46,0.1,105.57,7,2022-05-11,1
105,0,11,2,2.23,46,0.05,97.45,7,2022-05-11,1
105,0,22,0,10.3,63,0.1,584.01,7,2022-05-11,1
6056,0,38,2,0.77,65,0.1,45.04,9,2023-05-20,1
8959,1,27,1,2.93,2,0.0,5.86,10,2021-03-26,0
8959,1,5,2,2.13,14,0.0,29.82,10,2021-03-26,0
6138,1,5,2,2.19,6,0.0,13.14,2,2022-05-30,0
8998,0,34,3,0.78,25,0.05,18.52,4,2023-04-14,0
1669,0,0,3,1.13,96,0.15,92.21,4,2021-12-23,1
1669,0,37,3,0.61,2,0.05,1.16,4,2021-12-23,0
1669,0,16,0,42.24,81,0.15,2908.22,4,2021-12-23,2
1669,0,36,2,1.51,64,0.1,86.98,4,2021-12-23,1
1504,1,23,2,0.61,4,0.0,2.44,6,2022-01-03,0
1504,1,30,2,2.28,2,0.0,4.56,6,2022-01-03,0
1504,1,43,3,0.58,4,0.0,2.32,6,2022-01-03,0
1504,1,33,0,8.29,14,0.0,116.06,6,2022-01-03,0
1504,1,10,2,1.19,7,0.0,8.33,6,2022-01-03,0
4939,0,6,2,1.5,64,0.1,86.4,14,2023-06-26,1
4939,0,15,1,1.75,43,0.05,71.49,14,2023-06-26,1
1748,1,10,2,1.19,14,0.0,16.66,6,2022-08-31,0
1748,1,27,1,3.02,11,0.0,33.22,6,2022-08-31,0
1748,1,38,2,0.55,7,0.0,3.85,6,2022-08-31,0
1748,1,44,3,0.57,6,0.0,3.42,6,2022-08-31,0
1748,1,43,3,0.64,9,0.0,5.76,6,2022-08-31,0
1353,1,15,1,1.8,6,0.0,10.8,3,2022-12-11,0
1353,1,30,2,2.28,5,0.0,11.4,3,2022-12-11,0
1353,1,46,0,1.05,6,0.0,6.3,3,2022-12-11,0
1353,1,12,3,1.04,12,0.0,12.48,3,2022-12-11,0
1353,1,42,3,1.66,4,0.0,6.64,3,2022-12-11,0
8078,1,45,3,1.42,2,0.0,2.84,11,2022-09-16,0
8078,1,14,0,12.96,3,0.0,38.88,11,2022-09-16,0
8078,1,19,0,1.59,2,0.0,3.18,11,2022-09-16,0
8078,1,31,0,4.19,4,0.0,16.76,11,2022-09-16,0
4259,1,46,0,1.05,11,0.0,11.55,13,2022-09-14,0
8941,1,21,1,3.31,12,0.0,39.72,9,2023-07-29,0
8941,1,15,1,1.86,15,0.0,27.9,9,2023-07-29,0
8941,1,18,0,37.69,9,0.0,339.21,9,2023-07-29,0
8941,1,27,1,3.11,12,0.0,37.32,9,2023-07-29,0
8941,1,7,1,3.67,6,0.0,22.02,9,2023-07-29,0
8165,0,17,0,1.54,93,0.1,128.9,11,2021-01-25,1
8165,0,13,1,1.42,35,0.05,47.22,11,2021-01-25,0
8165,0,9,3,1.14,4,0.05,4.33,11,2021-01-25,0
8165,0,0,3,1.02,97,0.15,84.1,11,2021-01-25,1
8165,0,36,2,0.65,70,0.15,38.67,11,2021-01-25,1
768,1,37,3,0.49,4,0.0,1.96,14,2023-03-11,0
768,1,35,0,9.09,11,0.0,99.99,14,2023-03-11,0
768,1,0,3,0.99,11,0.0,10.89,14,2023-03-11,0
8995,1,25,2,0.96,14,0.0,13.44,13,2022-04-28,0
8995,1,37,3,0.47,4,0.0,1.88,13,2022-04-28,0
8995,1,15,1,1.8,11,0.0,19.8,13,2022-04-28,0
510,1,37,3,0.47,6,0.0,2.82,14,2022-02-15,0
510,1,32,2,2.27,12,0.0,27.24,14,2022-02-15,0
510,1,31,0,4.19,14,0.0,58.66,14,2022-02-15,0
510,1,7,1,3.56,7,0.0,24.92,14,2022-02-15,0
510,1,10,2,1.19,7,0.0,8.33,14,2022-02-15,0
7667,0,27,1,2.79,65,0.1,163.22,4,2021-06-30,1
7667,0,21,1,2.14,1,0.05,2.03,4,2021-06-30,0
4142,1,0,3,0.96,4,0.0,3.84,15,2022-09-12,0
4142,1,26,0,58.82,5,0.0,294.1,15,2022-09-12,0
4142,1,34,3,0.89,11,0.0,9.79,15,2022-09-12,0
4142,1,29,1,2.38,12,0.0,28.56,15,2022-09-12,0
2259,1,11,2,1.99,15,0.0,29.85,3,2021-11-02,0
2259,1,29,1,2.31,12,0.0,27.72,3,2021-11-02,0
2259,1,34,3,0.86,8,0.0,6.88,3,2021-11-02,0
5085,1,40,1,3.33,12,0.0,39.96,1,2022-01-14,0
5085,1,32,2,2.27,3,0.0,6.81,1,2022-01-14,0
9148,0,10,2,0.81,4,0.05,3.08,6,2022-10-20,0
9148,0,9,3,1.62,57,0.15,78.49,6,2022-10-20,1
9148,0,26,0,91.2,46,0.05,3985.44,6,2022-10-20,2
9148,0,23,2,1.18,13,0.05,14.57,6,2022-10-20,0
8312,1,32,2,2.34,6,0.0,14.04,14,2023-01-29,0
8312,1,9,3,1.31,7,0.0,9.17,14,2023-01-29,0
8312,1,7,1,3.67,5,0.0,18.35,14,2023-01-29,0
2592,0,18,0,33.11,32,0.05,1006.54,10,2021-04-19,0
2592,0,43,3,0.83,44,0.1,32.87,10,2021-04-19,1
2592,0,15,1,2.29,65,0.1,133.96,10,2021-04-19,1
2592,0,27,1,2.11,23,0.05,46.1,10,2021-04-19,0
1217,1,9,3,1.26,6,0.0,7.56,15,2022-11-22,0
1217,1,25,2,0.96,3,0.0,2.88,15,2022-11-22,0
1217,1,40,1,3.33,11,0.0,36.63,15,2022-11-22,0
2461,1,23,2,0.63,1,0.0,0.63,6,2023-05-10,0
2913,0,42,3,2.26,91,0.15,174.81,15,2023-10-05,1
2913,0,40,1,3.11,88,0.1,246.31,15,2023-10-05,1
2913,0,16,0,57.19,78,0.1,4014.74,15,2023-10-05,2
2913,0,23,2,1.26,90,0.15,96.39,15,2023-10-05,1
8052,1,17,0,1.94,14,0.0,27.16,14,2022-10-21,0
8052,1,13,1,1.64,10,0.0,16.4,14,2022-10-21,0
8052,1,12,3,1.04,2,0.0,2.08,14,2022-10-21,0
8839,0,45,3,0.93,40,0.05,35.34,0,2021-05-25,1
8839,0,19,0,1.2,57,0.1,61.56,0,2021-05-25,1
8839,0,13,1,1.88,39,0.15,62.32,0,2021-05-25,1
8839,0,29,1,1.8,7,0.1,11.34,0,2021-05-25,0
8554,1,15,1,1.8,2,0.0,3.6,2,2022-11-28,0
8554,1,21,1,3.21,12,0.0,38.52,2,2022-11-28,0
8554,1,38,2,0.55,5,0.0,2.75,2,2022-11-28,0
3206,1,21,1,3.12,15,0.0,46.8,5,2021-03-07,0
6814,1,45,3,1.46,7,0.0,10.22,2,2023-11-02,0
6814,1,2,0,14.26,9,0.0,128.34,2,2023-11-02,0
1675,1,13,1,1.69,15,0.0,25.35,13,2023-05-27,0
1675,1,10,2,1.23,9,0.0,11.07,13,2023-05-27,0
1675,1,18,0,37.69,9,0.0,339.21,13,2023-05-27,0
1675,1,37,3,0.49,5,0.0,2.45,13,2023-05-27,0
3222,0,37,3,0.53,4,0.05,2.01,15,2022-01-17,0
6887,0,23,2,0.63,38,0.05,22.74,5,2023-08-26,1
1423,0,30,2,1.75,69,0.05,114.71,12,2022-06-17,1
1423,0,7,1,2.67,45,0.05,114.14,12,2022-06-17,1
1423,0,11,2,2.2,43,0.05,89.87,12,2022-06-17,1
1423,0,9,3,1.02,11,0.1,10.1,12,2022-06-17,1
1423,0,27,1,2.73,73,0.15,169.4,12,2022-06-17,1
2136,1,3,0,1.33,12,0.0,15.96,5,2021-03-23,0
3159,1,2,0,13.84,8,0.0,110.72,2,2022-12-02,0
3159,1,38,2,0.55,15,0.0,8.25,2,2022-12-02,0
3159,1,8,0,1.98,8,0.0,15.84,2,2022-12-02,0
3159,1,31,0,5.03,6,0.0,30.18,2,2022-12-02,0
3159,1,16,0,50.25,8,0.0,402.0,2,2022-12-02,0
3941,0,32,2,2.88,39,0.05,106.7,11,2021-12-28,1
3941,0,34,3,0.46,61,0.05,26.66,11,2021-12-28,1
7609,1,32,2,2.34,7,0.0,16.38,8,2023-10-04,0
7609,1,13,1,1.69,13,0.0,21.97,8,2023-10-04,0
7609,1,9,3,1.31,7,0.0,9.17,8,2023-10-04,0
2142,1,45,3,1.38,10,0.0,13.8,15,2021-01-15,0
2142,1,42,3,1.61,9,0.0,14.49,15,2021-01-15,0
6491,0,37,3,0.39,29,0.05,10.74,6,2022-08-25,0
8434,0,44,3,0.71,65,0.1,41.54,9,2021-08-21,1
7300,0,39,0,25.0,52,0.1,1170.0,12,2021-11-04,1
7300,0,10,2,1.1,46,0.1,45.54,12,2021-11-04,1
7300,0,22,0,4.99,40,0.1,179.64,12,2021-11-04,1
7300,0,5,2,2.64,45,0.1,106.92,12,2021-11-04,1
3441,1,11,2,1.99,14,0.0,27.86,13,2021-07-03,0
3441,1,9,3,1.23,4,0.0,4.92,13,2021-07-03,0
3441,1,39,0,33.6,1,0.0,33.6,13,2021-07-03,0
6147,1,31,0,4.19,11,0.0,46.09,8,2022-01-19,0
6147,1,3,0,1.37,12,0.0,16.44,8,2022-01-19,0
7026,0,27,1,3.16,27,0.05,81.05,13,2022-10-07,0
7026,0,0,3,0.54,1,0.1,0.49,13,2022-10-07,0
5819,1,27,1,3.11,14,0.0,43.54,6,2023-06-30,0
5819,1,15,1,1.86,14,0.0,26.04,6,2023-06-30,0
5819,1,25,2,0.99,3,0.0,2.97,6,2023-06-30,0
6340,1,1,0,1.12,15,0.0,16.8,11,2022-01-10,0
6340,1,12,3,1.04,2,0.0,2.08,11,2022-01-10,0
6340,1,43,3,0.58,7,0.0,4.06,11,2022-01-10,0
6340,1,8,0,1.98,8,0.0,15.84,11,2022-01-10,0
7876,0,23,2,0.77,46,0.1,31.88,15,2023-10-09,1
7876,0,37,3,0.39,34,0.05,12.6,15,2023-10-09,0
3101,1,15,1,1.86,15,0.0,27.9,6,2023-09-17,0
3101,1,0,3,0.99,1,0.0,0.99,6,2023-09-17,0
3101,1,6,2,1.1,15,0.0,16.5,6,2023-09-17,0
1719,1,35,0,8.57,8,0.0,68.56,3,2021-02-03,0
1719,1,44,3,0.55,7,0.0,3.85,3,2021-02-03,0
1719,1,3,0,1.33,7,0.0,9.31,3,2021-02-03,0
1719,1,6,2,1.04,6,0.0,6.24,3,2021-02-03,0
2889,0,39,0,25.83,18,0.05,441.69,9,2021-12-12,0
2889,0,0,3,0.64,36,0.05,21.89,9,2021-12-12,0
2889,0,42,3,0.87,3,0.05,2.48,9,2021-12-12,0
2889,0,16,0,42.38,17,0.1,648.41,9,2021-12-12,1
7865,1,1,0,1.12,12,0.0,13.44,9,2022-10-19,0
7865,1,25,2,0.96,5,0.0,4.8,9,2022-10-19,0
7865,1,11,2,2.05,3,0.0,6.15,9,2022-10-19,0
7865,1,7,1,3.56,3,0.0,10.68,9,2022-10-19,0
7865,1,10,2,1.19,13,0.0,15.47,9,2022-10-19,0
4535,1,42,3,1.66,4,0.0,6.64,8,2022-07-07,0
4535,1,32,2,2.27,15,0.0,34.05,8,2022-07-07,0
9133,1,6,2,1.18,7,0.0,8.26,13,2022-07-03,0
9133,1,30,2,2.28,10,0.0,22.8,13,2022-07-03,0
9133,1,10,2,1.19,2,0.0,2.38,13,2022-07-03,0
2484,1,14,0,12.96,1,0.0,12.96,1,2022-09-03,0
2484,1,43,3,0.58,14,0.0,8.12,1,2022-09-03,0
2484,1,45,3,1.42,6,0.0,8.52,1,2022-09-03,0
8690,0,43,3,0.76,55,0.1,37.62,6,2021-02-22,1
19,1,9,3,1.26,9,0.0,11.34,13,2022-03-11,0
6111,0,46,0,0.95,72,0.1,61.56,5,2022-10-06,1
6111,0,19,0,1.27,5,0.05,6.03,5,2022-10-06,0
6793,1,12,3,1.07,3,0.0,3.21,7,2023-02-08,0
8067,0,31,0,17.98,99,0.15,1513.02,9,2022-03-08,1
8067,0,16,0,38.72,81,0.15,2665.87,9,2022-03-08,2
8067,0,0,3,1.44,79,0.05,108.07,9,2022-03-08,1
8067,0,36,2,1.26,97,0.1,110.0,9,2022-03-08,1
8121,1,42,3,1.71,15,0.0,25.65,7,2023-11-05,0
8121,1,15,1,1.86,6,0.0,11.16,7,2023-11-05,0
8247,0,9,3,1.31,7,0.05,8.71,2,2022-06-07,0
8247,0,11,2,3.1,87,0.15,229.24,2,2022-06-07,1
8247,0,38,2,1.34,37,0.1,44.62,2,2022-06-07,1
8247,0,10,2,0.77,8,0.05,5.85,2,2022-06-07,0
8247,0,42,3,0.94,20,0.1,16.92,2,2022-06-07,1
1371,1,46,0,1.08,15,0.0,16.2,4,2023-08-31,0
1371,1,38,2,0.56,3,0.0,1.68,4,2023-08-31,0
1371,1,35,0,9.09,10,0.0,90.9,4,2023-08-31,0
1371,1,42,3,1.71,6,0.0,10.26,4,2023-08-31,0
677,1,36,2,1.24,12,0.0,14.88,13,2022-09-13,0
677,1,32,2,2.27,2,0.0,4.54,13,2022-09-13,0
6929,0,38,2,0.73,65,0.1,42.7,8,2023-08-14,1
6929,0,15,1,3.12,54,0.05,160.06,8,2023-08-14,1
6929,0,45,3,1.7,94,0.1,143.82,8,2023-08-14,1
6929,0,2,0,31.45,58,0.05,1732.89,8,2023-08-14,2
3197,1,7,1,3.46,4,0.0,13.84,8,2021-08-15,0
3197,1,38,2,0.53,13,0.0,6.89,8,2021-08-15,0
3197,1,36,2,1.2,11,0.0,13.2,8,2021-08-15,0
6803,1,14,0,12.58,5,0.0,62.9,5,2021-01-19,0
6803,1,30,2,2.22,6,0.0,13.32,5,2021-01-19,0
6803,1,44,3,0.55,3,0.0,1.65,5,2021-01-19,0
740,1,17,0,1.94,5,0.0,9.7,4,2022-04-06,0
740,1,9,3,1.26,12,0.0,15.12,4,2022-04-06,0
740,1,42,3,1.66,5,0.0,8.3,4,2022-04-06,0
740,1,3,0,1.37,6,0.0,8.22,4,2022-04-06,0
5146,0,36,2,0.85,2,0.1,1.53,8,2022-12-01,0
5146,0,21,1,3.8,95,0.15,306.85,8,2022-12-01,1
5146,0,23,2,0.93,25,0.05,22.09,8,2022-12-01,0
1313,0,31,0,8.84,74,0.05,621.45,2,2022-06-16,1
3239,1,11,2,2.05,5,0.0,10.25,2,2022-09-25,0
3239,1,35,0,8.83,5,0.0,44.15,2,2022-09-25,0
3239,1,8,0,1.98,8,0.0,15.84,2,2022-09-25,0
3239,1,39,0,34.61,6,0.0,207.66,2,2022-09-25,0
1782,0,11,2,2.14,56,0.1,107.86,15,2023-12-29,1
1782,0,39,0,35.24,26,0.05,870.43,15,2023-12-29,0
1253,0,2,0,28.34,53,0.1,1351.82,5,2022-08-03,1
1253,0,35,0,12.72,93,0.15,1005.52,5,2022-08-03,1
1253,0,13,1,2.56,92,0.15,200.19,5,2022-08-03,1
1253,0,22,0,7.16,15,0.05,102.03,5,2022-08-03,0
1253,0,45,3,1.2,23,0.05,26.22,5,2022-08-03,0
4458,1,40,1,3.43,4,0.0,13.72,2,2023-11-18,0
4458,1,41,0,112.46,7,0.0,787.22,2,2023-11-18,2
4458,1,34,3,0.91,1,0.0,0.91,2,2023-11-18,0
4458,1,44,3,0.58,8,0.0,4.64,2,2023-11-18,0
2996,1,0,3,0.93,11,0.0,10.23,3,2021-03-17,0
2996,1,34,3,0.86,11,0.0,9.46,3,2021-03-17,0
2996,1,36,2,1.2,3,0.0,3.6,3,2021-03-17,0
6550,0,39,0,37.01,16,0.05,562.55,0,2023-08-21,0
6550,0,38,2,1.13,85,0.1,86.44,0,2023-08-21,1
5799,0,42,3,1.6,52,0.1,74.88,1,2021-11-26,1
5799,0,7,1,2.76,4,0.05,10.49,1,2021-11-26,0
8232,1,21,1,3.31,3,0.0,9.93,14,2023-09-05,0
8232,1,15,1,1.86,2,0.0,3.72,14,2023-09-05,0
8232,1,41,0,112.46,3,0.0,337.38,14,2023-09-05,2
8232,1,42,3,1.71,15,0.0,25.65,14,2023-09-05,0
5801,0,25,2,1.73,99,0.15,145.58,0,2022-07-16,1
5801,0,8,0,1.88,43,0.05,76.8,0,2022-07-16,1
2867,1,46,0,1.02,15,0.0,15.3,0,2021-04-03,0
2867,1,28,2,1.49,2,0.0,2.98,0,2021-04-03,0
2867,1,29,1,2.31,3,0.0,6.93,0,2021-04-03,0
3279,1,3,0,1.33,5,0.0,6.65,13,2021-01-13,0
3279,1,37,3,0.46,3,0.0,1.38,13,2021-01-13,0
3279,1,28,2,1.49,15,0.0,22.35,13,2021-01-13,0
3279,1,7,1,3.46,12,0.0,41.52,13,2021-01-13,0
6749,1,14,0,12.96,8,0.0,103.68,1,2022-06-28,0
6749,1,13,1,1.64,9,0.0,14.76,1,2022-06-28,0
6749,1,37,3,0.47,1,0.0,0.47,1,2022-06-28,0
625,0,11,2,3.32,86,0.1,256.97,13,2023-05-22,1
625,0,5,2,2.77,97,0.15,228.39,13,2023-05-22,1
625,0,9,3,1.08,41,0.05,42.07,13,2023-05-22,1
1929,1,23,2,0.61,7,0.0,4.27,5,2022-04-24,0
3817,0,3,0,1.18,79,0.05,88.56,1,2021-12-30,1
3817,0,21,1,3.08,90,0.1,249.48,1,2021-12-30,1
3817,0,7,1,3.59,72,0.05,245.56,1,2021-12-30,1
3817,0,32,2,3.01,58,0.05,165.85,1,2021-12-30,1
5899,1,36,2,1.27,3,0.0,3.81,7,2023-02-17,0
5544,1,29,1,2.31,10,0.0,23.1,14,2021-09-12,0
5544,1,11,2,1.99,6,0.0,11.94,14,2021-09-12,0
5544,1,20,0,0.93,4,0.0,3.72,14,2021-09-12,0
5544,1,4,0,4.74,15,0.0,71.1,14,2021-09-12,0
5544,1,17,0,1.88,6,0.0,11.28,14,2021-09-12,0
7487,0,29,1,2.08,20,0.05,39.52,11,2023-01-10,0
7487,0,35,0,4.22,21,0.05,84.19,11,2023-01-10,0
7487,0,21,1,3.34,4,0.05,12.69,11,2023-01-10,0
7580,0,30,2,3.13,49,0.15,130.36,5,2023-01-22,1
7580,0,24,2,3.9,58,0.1,203.58,5,2023-01-22,1
7580,0,28,2,0.97,56,0.1,48.89,5,2023-01-22,1
7580,0,27,1,3.06,57,0.05,165.7,5,2023-01-30,1
7580,0,45,3,1.05,44,0.05,43.89,5,2023-01-30,1
7580,0,17,0,1.41,71,0.05,95.1,5,2023-01-30,1
8559,1,11,2,2.12,12,0.0,25.44,14,2023-06-23,0
8559,1,7,1,3.67,6,0.0,22.02,14,2023-06-23,0
8559,1,36,2,1.27,7,0.0,8.89,14,2023-06-23,0
6749,1,14,0,12.96,15,0.0,194.4,1,2022-06-08,0
6749,1,8,0,2.18,10,0.0,21.8,1,2022-06-08,0
4828,0,11,2,2.09,79,0.1,148.6,0,2023-05-31,1
